KEY,en,notes,sp,fr,de,it,pt-br
TEAMNAME_NOUN_FIGHTER9,Daddies,,Татусi,Papas|male,Daddys,I Paparini,Papais|male
TEAMNAME_NOUN_FIGHTER10,Bullies,,Хулiгани,Harceleurs|male,Rabauken,I Bulli,Valentões|male
TEAMNAME_NOUN_FIGHTER11,Beaters,,Побивачi,Batteurs|male,Schläger,I Pestatori,Espancadores|male
TEAMNAME_NOUN_HUNTER0,Stalkers,,Пiдкрадачi,Désaxés|male,Pirscher,I Segugi,Espreitadores|male
TEAMNAME_NOUN_HUNTER1,Rangers,,Рейнджери,Rôdeurs|male,Waldläufer,I Ranger,Guardiões|male
TEAMNAME_NOUN_HUNTER2,Trackers,,Слiдопити,Pisteurs|male,Spurensucher,I Tracciatori,Rastreadores|male
TEAMNAME_NOUN_HUNTER3,Arrowheads,,Наконечники,Têtes de flèche|male,Bogenschützen,I Predatori,Batedores|male
TEAMNAME_NOUN_HUNTER4,Skinners,,Шкуродери,Écorcheurs|male,Hautabzieher,I Scorticatori,Esfoladores|male
TEAMNAME_NOUN_HUNTER5,Traps,,Пастки,Pièges|male,Fallensteller,Gli Intrappolatori,Armadilhas|female
TEAMNAME_NOUN_HUNTER6,Spotters,,Спостерiгачi,Guetteurs|male,Detektive,Gli Osservatori,Olheiros|male
TEAMNAME_NOUN_HUNTER7,Sharpshooters,,Снайпери,Tirailleurs|male,Scharfschützen,I Cecchini,Franco Atiradores|male
TEAMNAME_NOUN_HUNTER8,singular|Pack,,singular|Зграя,Mutins|male,Meute,I Cercatori,Companheiros|male
TEAMNAME_NOUN_HUNTER9,Wildlings,,Дикi,Sauvageons|male,Wildlinge,I Selvaggi,Selvagens
TEAMNAME_NOUN_HUNTER10,Nature Kids,,Дiти природи,Campagnards|male,Naturburschen,I Silvestri,Silvestres
TEAMNAME_NOUN_HUNTER11,Scouts,,Розвiдники,Scouts|male,Pfadfinder,Gli Esploratori,Batedores|male
TEAMNAME_NOUN_HUNTER12,Brood,,Виводок,Progénitures|female,Brüter,I Discendenti,Descendentes
TEAMNAME_NOUN_MEDIC0,Doctors,,Лiкарi,Médecins|male,Ärzte,I Dottori,Doutores|male
TEAMNAME_NOUN_MEDIC1,Priests,,Священики,Curés|male,Priester,I Sacerdoti,Sacerdotes|male
TEAMNAME_NOUN_MEDIC2,Crusaders,,Хрестоносцi,Croisés|male,Kreuzritter,I Crociati,Cruzados|male
TEAMNAME_NOUN_MEDIC3,Bible Thumpers,,Бiблiйнi фанатики,Matrixés de la Bible|male,Bibelfreunde,I Bacchettoni,Fanáticos|male
TEAMNAME_NOUN_MEDIC4,God Warriors,,Божi воïни,Guerriers divins|male,Gotteskrieger,I Guerrieri di Dio,Guerreiros Divinos|male
TEAMNAME_NOUN_MEDIC5,Saints,,Святi,Saints|male,Heiligen,I Santi,Santos|male
TEAMNAME_NOUN_MEDIC6,Servants,,Слуги,Serviteurs|male,Diener,I Servitori,Servos|male
TEAMNAME_NOUN_MEDIC7,Faithfuls,,Вiрнi,Croyants|male,Gläubigen,I Fedeli,Crentes
TEAMNAME_NOUN_MEDIC8,Paladins,,Паладiни,Paladins|male,Paladine,I Paladini,Paladinos|male
TEAMNAME_NOUN_MEDIC9,Chosen,,Обранцi,Élus|male,Auserwählten,I Prescelti,Escolhidos|male
TEAMNAME_NOUN_MAGE0,Students,,Учнi,Élèves|male,Studenten,Gli Studenti,Estudantes
TEAMNAME_NOUN_MAGE1,Wizards,,Чаклуни,Sorciers|male,Hexenmeister,I Maghi,Magos|male
TEAMNAME_NOUN_MAGE2,Occultists,,Окультисти,Occultistes|male,Okkultisten,Gli Occultisti,Ocultistas
TEAMNAME_NOUN_MAGE3,Magicians,,Маги,Magiciens|male,Magier,I Prestigiatori,Mágicos|male
TEAMNAME_NOUN_MAGE4,Spell Slingers,,Майстри заклять,Enchanteurs|male,Zauberwirker,I Lanciaincantesimi,Encantadores|male
TEAMNAME_NOUN_MAGE5,Gathering,,Збирачi,Initiés|male,Versammelten,Gli Adunatori,Compiladores|male
TEAMNAME_NOUN_MAGE6,Know It Alls,,Всезнайки,Prétentieux|male,Besserwisser,I Saputelli,Sapientes
TEAMNAME_NOUN_MAGE7,Bookworms,,Книжнi черв'яки,Bibliophiles|male,Leseratten,I Topi di Biblioteca,Leitores|male
TEAMNAME_NOUN_MAGE8,Sorcerers,,Чаклуни,Sorceleurs|male,Zauberer,Gli Stregoni,Feiticeiros|male
TEAMNAME_NOUN_TANK0,Rocks,,Каменi,Cailloux|male,Steine,I Sassi,Pedras|female
TEAMNAME_NOUN_TANK1,Chonks,,Товстуни,Parpaings|male,Klumpen,I Corpulenti,Pedaços|male
TEAMNAME_NOUN_TANK2,Defenders,,Захисники,Défenseurs|male,Verteidiger,I Difensori,Defensores|male
TEAMNAME_NOUN_TANK3,Lard Asses,,Жирнi задницi,Lardons|male,Fettwanste,I Lardosi,Rechonchudos|male
TEAMNAME_NOUN_TANK4,Chubbers,,Товстячки,Enrobés|male,Klöße,I Paffutelli,Gordurosos|male
TEAMNAME_NOUN_TANK5,Brickwalls,,Цеглянi стiни,Murs|male,Ziegelmauern,I Fortini,Muralhas|female
TEAMNAME_NOUN_TANK6,Linebackers,,Лайнбекери,Protecteurs|male,Linebacker,I Centravanti,Zagueiros|male
TEAMNAME_NOUN_TANK7,Tanks,,Танки,Tanks|male,Panzer,I Carrarmati,Tanques|male
TEAMNAME_NOUN_TANK8,Big Boys,,Великi хлопцi,Gros tas|male,Supertypen,I Ragazzoni,Garotões|male
TEAMNAME_NOUN_TANK9,Fatties,,Пухляки,Bouboules|male,Dickerchen,I Grassi,Gorduchos|male
TEAMNAME_NOUN_TANK10,Loafs,,Булочки,Miches|female,Moppel,I Manzi,Gordinhos|male
TEAMNAME_NOUN_TANK11,Lumps,,Комки,Blocs|male,Bullen,I Bitorzoli,Caroços|male
TEAMNAME_NOUN_TANK12,Turtles,,Черепахи,Tortues|female,Schildkröten,Le Tartarughe|female,Tartarugas|female
TEAMNAME_NOUN_THIEF0,Shadows,,Тiнi,Ombres|female,Schatten,Le Ombre|female,Sombras|female
TEAMNAME_NOUN_THIEF1,Bandits,,Бандити,Bandits|male,Banditen,I Banditi,Bandidos|male
TEAMNAME_NOUN_THIEF2,Scoundrels,,Шельми,Canailles|female,Schurken,I Mascalzoni,Cafajestes|male
TEAMNAME_NOUN_THIEF3,Cheaters,,Чiтери,Tricheurs|male,Betrüger,Gli Imbroglioni,Safados|male
TEAMNAME_NOUN_THIEF4,Scammers,,Шахраï,Arnaqueurs|male,Schwindler,I Truffatori,Enganadores|male
TEAMNAME_NOUN_THIEF5,Backstabbers,,Пiдступники,Traîtres|male,Verräter,I Pugnalatori,Apunhaladores|male
TEAMNAME_NOUN_THIEF6,Thieves,,Крадiï,Voleurs|male,Diebe,I Ladri,Ladrões|male
TEAMNAME_NOUN_THIEF7,Stealers,,Похитителi,Brigands|male,Schlitzohren,I Rapinatori,Larápios|male
TEAMNAME_NOUN_THIEF8,Hoarders,,Накопичувачi,Thésauriseurs|male,Hamsterer,Gli Accaparratori,Acumuladores|male
TEAMNAME_NOUN_THIEF9,Rogues,,Розбiйники,Voyous|male,Gauner,Le Canaglie|female,Rebeldes
TEAMNAME_NOUN_THIEF10,Looters,,Грабiжники,Pillards|male,Plünderer,I Saccheggiatori,Saqueadores|male
TEAMNAME_NOUN_THIEF11,Jackers,,Викрадачi,Filous|male,Schufte,I Razziatori,Malfeitores|male
TEAMNAME_NOUN_MONK0,singular|Dojo,,singular|Додзьо,Ceintures noires|female,Samurai,Gli Accademici,Monges|male
TEAMNAME_NOUN_MONK1,Chakras,,Чакри,Chakras|male,Chakras,I Chakra,Chakras
TEAMNAME_NOUN_MONK2,Lotuses,,Лотоси,Lotus|male,Lotusblüten,I Loti,Lótus|female
TEAMNAME_NOUN_MONK3,Flying Fists,,Лiтаючi кулаки,Poings volants|male,Fliegenden Fäuste,I Pugni volanti,Punhos Voadores|male
TEAMNAME_NOUN_MONK4,Beings,,Iстоти,Êtres|male,Wesen,Gli Esseri,Seres|male
TEAMNAME_NOUN_MONK5,Buddhists,,Буддисти,Bouddhistes|male,Buddhisten,I Buddisti,Budistas
TEAMNAME_NOUN_MONK6,Martial Artists,,Майстри бойових мистецтв,Artistes martiaux|male,Kampfkünstler,I Maestri di Arti Marziali,Artistas Marciais
TEAMNAME_NOUN_MONK7,Harmonies,,Гармонiï,Harmonies|female,Harmoniesuchenden,Gli Armonici,Harmonias|female
TEAMNAME_NOUN_MONK8,Palms,,Долонi,Paumes|female,Hände,I Palmi,Palmas|female
TEAMNAME_NOUN_MONK9,Hermits,,Вiдлюдники,Hermites|male,Einsiedler,Gli Eremiti,Eremitas
TEAMNAME_NOUN_MONK10,singular|Sect,,singular|Секта,Sectaires|male,Sektenjünger,I Cultisti,Sectários|male
TEAMNAME_NOUN_MONK11,Sleepers,,Сплячi,Dormeurs|male,Schläfer,I Dormienti,Dorminhocos|male
TEAMNAME_NOUN_MONK12,Parables,,Притчi,Paraboles|female,Parabeln,Le Parabole|female,Parábolas|female
TEAMNAME_NOUN_DRUID0,Animals,,Тварини,Animaux|male,Tiere,Gli Animali,Animais|male
TEAMNAME_NOUN_DRUID1,Musicians,,Музиканти,Musiciens|male,Musiker,I Musicisti,Músicos|male
TEAMNAME_NOUN_DRUID2,Zookeepers,,Працiвники зоопарку,Amis des bêtes|male,Zoowärter,I Custodi dello Zoo,Zoólogos|male
TEAMNAME_NOUN_DRUID3,singular|Gang,,singular|Банда,Malfrats|male,Grobiane,Le Cosche|female,Colegas
TEAMNAME_NOUN_DRUID4,Collective,,Колектив,Associés|male,Pazifisten,I Collettivi,Coletivo|male
TEAMNAME_NOUN_DRUID5,Hippies,,Хiпi,Hippies|male,Hippies,Gli Hippie,Hippies
TEAMNAME_NOUN_DRUID6,Shapeshifters,,Перевтiлювачi,Métamorphes|male,Gestaltwandler,I Mutaforma,Metamorfos|male
TEAMNAME_NOUN_DRUID7,Critters,,Маленькi створiння,Créatures|female,Viecher,Le Creaturine|female,Criaturas|female
TEAMNAME_NOUN_DRUID8,Singers,,Спiваки,Chanteurs|male,Sänger,I Cantanti,Cantores|male
TEAMNAME_NOUN_DRUID9,singular|Choir,,singular|Хор,Choristes|female,Chormitglieder,I Coristi,Coristas
TEAMNAME_NOUN_DRUID10,Flower Children,,Дiти квiтiв,Pacifistes|male,Blumenkinder,I Figli dei Fiori,Floristas
TEAMNAME_NOUN_DRUID11,Friends,,Друзi,Amis|male,Freunde,Gli Amici,Amigos|male
TEAMNAME_NOUN_PSYCHIC0,Clairvoyants,,Ясновидцi,Éclairés|male,Hellseher,I Chiaroveggenti,Clarividentes
TEAMNAME_NOUN_PSYCHIC1,Seers,,Провидцi,Prophètes|male,Seher,Gli Indovini,Adivinhadores|male
TEAMNAME_NOUN_PSYCHIC2,Eyes,,Очi,Yeux|male,Augen,Gli Occhi,Olhos|male
TEAMNAME_NOUN_PSYCHIC3,Fortune Tellers,,Ворожки,Cartomanciens|male,Wahrsager,I Cartomanti,Videntes
TEAMNAME_NOUN_PSYCHIC4,Manipulators,,Манiпулятори,Manipulateurs|male,Drahtzieher,I Manipolatori,Manipuladores|male
TEAMNAME_NOUN_PSYCHIC5,Mind Readers,,Читачi думок,Télépathes|male,Gedankenleser,I Sensitivi,Leitores de Mentes|male
TEAMNAME_NOUN_PSYCHIC6,Con Artists,,Шахраï,Mystificateurs|male,Trickbetrüger,I Truffatori,Golpistas
TEAMNAME_NOUN_PSYCHIC7,Pushers,,Штовхачi,Gratte-papiers|male,Löffelverbieger,Gli Spacciatori,Traficantes
TEAMNAME_NOUN_PSYCHIC8,Palm Readers,,Хiроманти,Chiromanciens|male,Handleser,I Chiromanti,Leitores de Mãos|male
TEAMNAME_NOUN_PSYCHIC9,Telepaths,,Телепати,Spiritistes|male,Telepathen,I Telepati,Telepatas
TEAMNAME_NOUN_BUTCHER0,Grillmasters,,Майстри грилю,Pros du grill|male,Grillmeister,I Maestri della Griglia,Mestres do Churrasco
TEAMNAME_NOUN_BUTCHER1,Gluttons,,Обжори,Gloutons|male,Vielfraße,I Ghiottoni,Glutões|male
TEAMNAME_NOUN_BUTCHER2,Stomachs,,Шлунки,Estomacs|male,Schlemmerer,Gli Stomaci,Estômagos|male
TEAMNAME_NOUN_BUTCHER3,Hogs,,Свинi,Porcelets|male,Schweine,I Porci,Porcos|male
TEAMNAME_NOUN_BUTCHER4,Piglets,,Поросята,Cochons|male,Schweinchen,I Suini,Porquinhos|male
TEAMNAME_NOUN_BUTCHER5,Butchers,,М’ясники,Bouchers|male,Metzger,I Macellai,Açougueiros|male
TEAMNAME_NOUN_BUTCHER6,Devils,,Дияволи,Démons|male,Teufel,I Diavoli,Diabos|male
TEAMNAME_NOUN_BUTCHER7,Chop Tops,,Чоп Топи,Côtelettes|female,Chop-Tops,I Decapitatori,Canibais
TEAMNAME_NOUN_BUTCHER8,singular|Swarm,,singular|Рiй,Puants|male,Insekten,Le Orde|female,Insetos|male
TEAMNAME_NOUN_BUTCHER9,Flys,,Мухи,Mouches|female,Fliegen,Le Mosche|female,Moscas|female
TEAMNAME_NOUN_BUTCHER10,Pukers,,Блювальники,Vomitos|male,Schwelger,I Vomitatori,Vomitadores|male
TEAMNAME_NOUN_BUTCHER11,Bingers,,Бiнгери,Boulimique|male,Leckermäulchen,Gli Ingozzatori,Descontrolados|male
TEAMNAME_NOUN_NECROMANCER0,Zombies,,Зомбi,Zombies|male,Zombies,Gli Zombie,Zumbis
TEAMNAME_NOUN_NECROMANCER1,Skeletons,,Скелети,Squelettes|male,Skelette,Gli Scheletri,Esqueletos|male
TEAMNAME_NOUN_NECROMANCER2,Leeches,,П’явки,Sangsues|female,Blutsauger,Le Sanguisughe|female,Sanguessugas|female
TEAMNAME_NOUN_NECROMANCER3,Suckers,,Лохи,Suceurs|male,Absauger,I Parassiti,Sugadores|male
TEAMNAME_NOUN_NECROMANCER4,Dead Cats,,Мертвi коти,Morts-vivants|male,Toten Katzen,I Gatti Morti,Gatos Mortos|male
TEAMNAME_NOUN_NECROMANCER5,Corpses,,Трупи,Carcasses|female,Leichen,I Corpi,Corpos|male
TEAMNAME_NOUN_NECROMANCER6,Cadavers,,Мертвi тiла,Cadavres|male,Kadaver,I Cadaveri,Cadáveres|male
TEAMNAME_NOUN_NECROMANCER7,Misfits,,Iзгоï,Marginaux|male,Außenseiter,Gli Emarginati,Desajustados|male
TEAMNAME_NOUN_NECROMANCER8,Maggots,,Личинки,Asticots|male,Maden,Le Larve|female,Vermes|male
TEAMNAME_NOUN_NECROMANCER9,Cultists,,Культисти,Fanatiques|male,Kultisten,I Seguaci,Cultistas
TEAMNAME_NOUN_NECROMANCER10,Spooks,,Привиди,Revenants|male,Gespenster,Gli Spettri,Espectros|male
TEAMNAME_NOUN_TINKERER0,Robots,,Роботи,Robots|male,Roboter,I Robot,Robôs|male
TEAMNAME_NOUN_TINKERER1,Scientists,,Вченi,Scientifiques|male,Wissenschaftler,Gli Scienziati,Cientistas
TEAMNAME_NOUN_TINKERER2,Workers,,Працiвники,Travailleurs|male,Arbeiter,Gli Operai,Trabalhadores|male
TEAMNAME_NOUN_TINKERER3,Tools,,Iнструменти,Outils|male,Werkzeuge,Gli Strumenti,Ferramentas|female
TEAMNAME_NOUN_TINKERER4,Bombs,,Бомби,Bombes|female,Bomben,Le Bombe|female,Bombas|female
TEAMNAME_NOUN_TINKERER5,Sparks,,Iскри,Étincelles|female,Funken,I Bagliori,Fagulhas|female
TEAMNAME_NOUN_TINKERER6,Automatons,,Автоматони,Automates|male,Maschinen,Gli Automi,Autômatos|male
TEAMNAME_NOUN_TINKERER7,CPUs,,CPUs,Processeurs|male,Prozessoren,Le CPU|female,CPUs|female
TEAMNAME_NOUN_TINKERER8,Batteries,,Батареï,Batteries|female,Batterien,I Generatori,Pilhas|female
TEAMNAME_NOUN_TINKERER9,Inventors,,Винахiдники,Inventeurs|male,Erfinder,Gli Inventori,Inventores|male
TEAMNAME_NOUN_TINKERER10,Nerds,,Нерди,Nerds|male,Nerds,I Nerd,Nerds
TEAMNAME_NOUN_TINKERER11,Geeks,,Гiки,Geeks|male,Streber,I Secchioni,Geeks
TEAMNAME_NOUN_COLORLESS0,Cats,,Коти,Chats|male,Katzen,I Gatti,Gatos|male
TEAMNAME_NOUN_COLORLESS1,Boys,,Хлопцi,Garçons|male,Jungen,I Ragazzi,Meninos|male
TEAMNAME_NOUN_COLORLESS2,Girls,,Дiвчата,Filles|female,Mädchen,Le Ragazze|female,Meninas|female
TEAMNAME_NOUN_JESTER0,Jokers,,Жокери,Bouffons|male,Witzbolde,I Saltimbanchi,Piadistas
TEAMNAME_NOUN_JESTER1,Trolls,,Тролi,Trolls|male,Trolle,I Troll,Trolls
TEAMNAME_NOUN_JESTER2,Kids,,Дiти,Enfants|male,Kinder,I Bimbi,Crianças|female
TEAMNAME_NOUN_JESTER3,Stars,,Зiрки,Étoiles|female,Sterne,Le Stelle|female,Estrelas|female
TEAMNAME_NOUN_JESTER4,Comedians,,Комiки,Comiques|male,Comedians,I Comici,Comediantes
TEAMNAME_NOUN_JESTER5,Clowns,,Клоуни,Clowns|male,Clowns,I Clown,Palhaços|male
TEAMNAME_NOUN_JESTER6,Jesters,,Блазнi,Fous|male,Narren,I Buffoni,Bobos da Corte|male
TEAMNAME_NOUN_JESTER7,Mimes,,Мiми,Mimes|male,Pantomimen,I Mimi,Mímicos|male
TEAMNAME_NOUN_JESTER8,Wildcards,,Дикi карти,Zinzolins|male,Joker,I Jolly,Curingas
TEAMNAME_NOUN_JESTER9,Rainbows,,Веселки,Arcs-en-ciel|male,Regenbögen,Gli Arcobaleni,Arcos-Íris|male
TEAMNAME_NOUN_JESTER10,Balatros,,Balatros,Balatros|male,Balatros,I Ciarlatani,Bufões|male
TEAMNAME_NOUN_JESTER11,Bozos,,Дурнi,Guignols|male,Dussel,I Pagliacci,Bozos|male
TEAMNAME_NOUN_MISC0,Dudes,,Чуваки,Types|male,Kerle,I Tipi,Caras
TEAMNAME_NOUN_MISC1,singular|Team,,singular|Команда,Coéquipiers|male,Teamplayer,Le Squadre|female,Membros|male
TEAMNAME_NOUN_MISC2,Cats,,Коти,Chats|male,Katzen,I Gatti,Gatos|male
TEAMNAME_NOUN_MISC3,singular|Gang,,singular|Банда,Gangsters|male,Grobiane,Gli Schieramenti,Tratantes
TEAMNAME_NOUN_MISC4,Kittens,,Кошенята,Chatons|male,Kätzchen,I Gattini,Filhotes
TEAMNAME_NOUN_MISC5,Pussies,,Кiшечки,Chattes|female,Muschis,Le Gattine|female,Gatinhos|male
TEAMNAME_NOUN_MISC6,Furballs,,Клубки хутра,Boules de poils|female,Fellknäuel,I Pelosetti,Bolas de Pelo|male
TEAMNAME_NOUN_MISC7,Fluffers,,Пухнастики,Poilus|male,Fluffis,I Morbidoni,Velas|female
TEAMNAME_NOUN_MISC8,Cat Callers,,Призивачi котiв,Coquettes|female,Schnatterer,I Fischiatori,Conquistadores|male
TEAMNAME_NOUN_MISC9,Gatos,,Коти,Gatos|male,Gatos,I Gatos,Felinos|male
