KEY,en,notes,sp,fr,de,it,pt-br
ABILITY_UNLOCK_TANK_COLORLESS,"All cats can now learn ""Path of the Tank""!",,"Усі коти тепер можуть вивчити ""Шлях Танка""!",Tous les chats peuvent désormais apprendre «&nbsp;Voie des Tanks&nbsp;»&nbsp;!,Alle Katzen können jetzt „Der Weg des Tanks“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Corazzato""!","Agora todos os gatos podem aprender o ""Caminho do Tanque""!"
ABILITY_UNLOCK_NECROMANCER_COLORLESS,"All cats can now learn ""Path of the Necromancer""!",,"Усі коти тепер можуть вивчити ""Шлях Некроманта""!",Tous les chats peuvent désormais apprendre «&nbsp;Voie des Occultistes&nbsp;»&nbsp;!,Alle Katzen können jetzt „Der Weg des Totenbeschwörers“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Necromante""!","Agora todos os gatos podem aprender o ""Caminho do Necromante""!"
ABILITY_UNLOCK_PSYCHIC_COLORLESS,"All cats can now learn ""Path of the Psychic""!",,"Усі коти тепер можуть вивчити ""Шлях Психіка""!",Tous les chats peuvent désormais apprendre «&nbsp;Voie des Médiums&nbsp;»&nbsp;!,Alle Katzen können jetzt „Der Weg des Mediums“ lernen!,"Ora tutti i gatti possono imparare ""Percorso dello Psionico""!","Agora todos os gatos podem aprender o ""Caminho do Psíquico""!"
ABILITY_UNLOCK_TINKERER_COLORLESS,"All cats can now learn ""Path of the Tinkerer""!",,"Усі коти тепер можуть вивчити ""Шлях Майструна""!",Tous les chats peuvent désormais apprendre «&nbsp;Voie des Scientifiques&nbsp;»&nbsp;!,Alle Katzen können jetzt „Der Weg des Bastlers“ lernen!,"Ora tutti i gatti possono imparare ""Percorso dell'Inventore""!","Agora todos os gatos podem aprender o ""Caminho do Artífice""!"
ABILITY_UNLOCK_BUTCHER_COLORLESS,"All cats can now learn ""Path of the Butcher""!",,"Усі коти тепер можуть вивчити ""Шлях М'ясника""!",Tous les chats peuvent désormais apprendre «&nbsp;Voie des Barbares&nbsp;»&nbsp;!,Alle Katzen können jetzt „Der Weg des Schlachters“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Macellaio""!","Agora todos os gatos podem aprender o ""Caminho do Açougueiro""!"
ABILITY_UNLOCK_DRUID_COLORLESS,"All cats can now learn ""Path of the Druid""!",,"Усі коти тепер можуть вивчити ""Шлях Друїда""!",Tous les chats peuvent désormais apprendre «&nbsp;Voie des Druides&nbsp;»&nbsp;!,Alle Katzen können jetzt „Der Weg des Druiden“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Druido""!","Agora todos os gatos podem aprender o ""Caminho do Druida""!"
ABILITY_UNLOCK_MONK_COLORLESS,"All cats can now learn ""Path of the Monk""!",,"Усі коти тепер можуть вивчити ""Шлях Монаха""!",Tous les chats peuvent désormais apprendre «&nbsp;Voie des Moines&nbsp;»&nbsp;!,Alle Katzen können jetzt „Der Weg des Mönchs“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Monaco""!","Agora todos os gatos podem aprender o ""Caminho do Monge""!"
ABILITY_UNLOCK_COLORLESS_COLORLESS,"All cats can now learn ""Path of the Void""!",,"Усі коти тепер можуть вивчити ""Шлях Пустоти""!",Tous les chats peuvent désormais apprendre «&nbsp;Voie du vide&nbsp;»&nbsp;!,Alle Katzen können jetzt „Der Weg der Leere“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Vuoto""!","Agora todos os gatos podem aprender o ""Caminho do Vazio""!"
ABILITY_UNLOCK_JESTER_COLORLESS,"All cats can now learn ""Path of the Jester""!",,"Усі коти тепер можуть вивчити ""Шлях Шута""!",Tous les chats peuvent désormais apprendre «&nbsp;Voie des Jokers&nbsp;»&nbsp;!,Alle Katzen können jetzt „Der Weg des Narren“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Giullare""!","Agora todos os gatos podem aprender o ""Caminho do Curinga""!"
,,,,,,,
PASSIVE_UNLOCK_FIGHTER_COLORLESS,"All cats can now learn ""Fighter's Soul""!",,"Усі коти тепер можуть вивчити ""Душу Бійця""!",Tous les chats peuvent désormais apprendre «&nbsp;Âme de Pugiliste&nbsp;»&nbsp;!,Alle Katzen können jetzt „Seele des Kriegers“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Guerriero""!","Agora todos os gatos podem aprender a ""Alma de Lutador""!"
PASSIVE_UNLOCK_HUNTER_COLORLESS,"All cats can now learn ""Hunter's Soul""!",,"Усі коти тепер можуть вивчити ""Душу Мисливця""!",Tous les chats peuvent désormais apprendre «&nbsp;Âme de Sentinelle&nbsp;»&nbsp;!,Alle Katzen können jetzt „Seele des Jägers“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Cacciatore""!","Agora todos os gatos podem aprender a ""Alma de Caçador""!"
PASSIVE_UNLOCK_MAGE_COLORLESS,"All cats can now learn ""Mage's Soul""!",,"Усі коти тепер можуть вивчити ""Душу Мага""!",Tous les chats peuvent désormais apprendre «&nbsp;Âme de Mage&nbsp;»&nbsp;!,Alle Katzen können jetzt „Seele des Magiers“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Mago""!","Agora todos os gatos podem aprender a ""Alma de Mago""!"
PASSIVE_UNLOCK_MEDIC_COLORLESS,"All cats can now learn ""Cleric's Soul""!",,"Усі коти тепер можуть вивчити ""Душу Клерика""!",Tous les chats peuvent désormais apprendre «&nbsp;Âme de Sage&nbsp;»&nbsp;!,Alle Katzen können jetzt „Seele des Klerikers“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Chierico""!","Agora todos os gatos podem aprender a ""Alma de Clérigo""!"
PASSIVE_UNLOCK_THIEF_COLORLESS,"All cats can now learn ""Thief's Soul""!",,"Усі коти тепер можуть вивчити ""Душу Злодія""!",Tous les chats peuvent désormais apprendre «&nbsp;Âme de Fourbe&nbsp;»&nbsp;!,Alle Katzen können jetzt „Seele des Diebes“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Ladro""!","Agora todos os gatos podem aprender a ""Alma de Ladrão""!"
PASSIVE_UNLOCK_TANK_COLORLESS,"All cats can now learn ""Tank's Soul""!",,"Усі коти тепер можуть вивчити ""Душу Танка""!",Tous les chats peuvent désormais apprendre «&nbsp;Âme de Tank&nbsp;»&nbsp;!,Alle Katzen können jetzt „Seele des Tanks“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Corazzato""!","Agora todos os gatos podem aprender a ""Alma de Tanque""!"
PASSIVE_UNLOCK_NECROMANCER_COLORLESS,"All cats can now learn ""Necromancer's Soul""!",,"Усі коти тепер можуть вивчити ""Душу Некроманта""!",Tous les chats peuvent désormais apprendre «&nbsp;Âme d'Occultiste&nbsp;»&nbsp;!,Alle Katzen können jetzt „Seele des Totenbeschwörers“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Necromante""!","Agora todos os gatos podem aprender a ""Alma de Necromante""!"
PASSIVE_UNLOCK_PSYCHIC_COLORLESS,"All cats can now learn ""Psychic's Soul""!",,"Усі коти тепер можуть вивчити ""Душу Психіка""!",Tous les chats peuvent désormais apprendre «&nbsp;Âme de Médium&nbsp;»&nbsp;!,Alle Katzen können jetzt „Seele des Mediums“ lernen!,"Ora tutti i gatti possono imparare ""Anima dello Psionico""!","Agora todos os gatos podem aprender a ""Alma de Psíquico""!"
PASSIVE_UNLOCK_TINKERER_COLORLESS,"All cats can now learn ""Tinkerer's Soul""!",,"Усі коти тепер можуть вивчити ""Душу Механіка""!",Tous les chats peuvent désormais apprendre «&nbsp;Âme de Scientifique&nbsp;»&nbsp;!,Alle Katzen können jetzt „Seele des Bastlers“ lernen!,"Ora tutti i gatti possono imparare ""Anima dell'Inventore""!","Agora todos os gatos podem aprender a ""Alma de Artífice""!"
PASSIVE_UNLOCK_BUTCHER_COLORLESS,"All cats can now learn ""Butcher's Soul""!",,"Усі коти тепер можуть вивчити ""Душу М'ясника""!",Tous les chats peuvent désormais apprendre «&nbsp;Âme de Barbare&nbsp;»&nbsp;!,Alle Katzen können jetzt „Seele des Schlachters“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Macellaio""!","Agora todos os gatos podem aprender a ""Alma de Açougueiro""!"
PASSIVE_UNLOCK_DRUID_COLORLESS,"All cats can now learn ""Druid's Soul""!",,"Усі коти тепер можуть вивчити ""Душу Друїда""!",Tous les chats peuvent désormais apprendre «&nbsp;Âme de Druide&nbsp;»&nbsp;!,Alle Katzen können jetzt „Seele des Druiden“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Druido""!","Agora todos os gatos podem aprender a ""Alma de Druida""!"
PASSIVE_UNLOCK_MONK_COLORLESS,"All cats can now learn ""Monk's Soul""!",,"Усі коти тепер можуть вивчити ""Душу Монаха""!",Tous les chats peuvent désormais apprendre «&nbsp;Âme de Moine&nbsp;»&nbsp;!,Alle Katzen können jetzt „Seele des Mönchs“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Monaco""!","Agora todos os gatos podem aprender a ""Alma de Monge""!"
PASSIVE_UNLOCK_COLORLESS_COLORLESS,"All cats can now learn ""Void Soul""!",,"Усі коти тепер можуть вивчити ""Душу Пустоти""!",Tous les chats peuvent désormais apprendre «&nbsp;Âme vide&nbsp;»&nbsp;!,Alle Katzen können jetzt „Seele der Leere“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Vuoto""!","Agora todos os gatos podem aprender a ""Alma de Vácuo""!"
PASSIVE_UNLOCK_JESTER_COLORLESS,"All cats can now learn ""Jester's Soul""!",,"Усі коти тепер можуть вивчити ""Душу Шута""!",Tous les chats peuvent désormais apprendre «&nbsp;Âme de Joker&nbsp;»&nbsp;!,Alle Katzen können jetzt „Seele des Narren“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Giullare""!","Agora todos os gatos podem aprender a ""Alma de Curinga""!"
,,,,,,,
SONG_UNLOCK_ALLEY,"""Eatin' Rats"" is now in the radio playlist!",,"""Eatin' Rats"" тепер у радіоплейлисті!",Vous pouvez désormais écouter «&nbsp;Mange-rats&nbsp;» à la radio&nbsp;!,„Eatin‘ Rats“ kann jetzt im Radio laufen!,"Ora ""Eatin' Rats"" è nella playlist della radio!","""Eatin' Rats"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_SEWERS,"""Flush"" is now in the radio playlist!",,"""Flush"" тепер у радіоплейлисті!",Vous pouvez désormais écouter «&nbsp;Chasse&nbsp;» à la radio&nbsp;!,„Flush“ kann jetzt im Radio laufen!,"Ora ""Flush"" è nella playlist della radio!","""Flush"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_JUNKYARD,"""Chumbucket Kitty"" is now in the radio playlist!",,"""Chumbucket Kitty"" тепер у радіоплейлисті!",Vous pouvez désormais écouter «&nbsp;Chaton à la bouillie&nbsp;» à la radio&nbsp;!,„Chumbucket Kitty“ kann jetzt im Radio laufen!,"Ora ""Chumbucket Kitty"" è nella playlist della radio!","""Chumbucket Kitty"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_CAVES,"""Crystalline Dreams"" is now in the radio playlist!",,"""Crystalline Dreams"" тепер у радіоплейлисті!",Vous pouvez désormais écouter «&nbsp;Rêves cristallins&nbsp;» à la radio&nbsp;!,„Crystalline Dreams“ kann jetzt im Radio laufen!,"Ora ""Crystalline Dreams"" è nella playlist della radio!","""Crystalline Dreams"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_BONEYARD,"""Them Kitty Bones"" is now in the radio playlist!",,"""Them Kitty Bones"" тепер у радіоплейлисті!",Vous pouvez désormais écouter «&nbsp;Os de chaton&nbsp;» à la radio&nbsp;!,„Them Kitty Bones“ kann jetzt im Radio laufen!,"Ora ""Them Kitty Bones"" è nella playlist della radio!","""Them Kitty Bones"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_MEATWORLD,"""Sweet Delicious"" is now in the radio playlist!",,"""Sweet Delicious"" тепер у радіоплейлисті!",Vous pouvez désormais écouter «&nbsp;Délicieux et juteux&nbsp;» à la radio&nbsp;!,„Sweet Delicious“ kann jetzt im Radio laufen!,"Ora ""Sweet Delicious"" è nella playlist della radio!","""Sweet Delicious"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_THROBBINGKING,"""Throbbing King"" is now in the radio playlist!",,"""Throbbing King"" тепер у радіоплейлисті!",Vous pouvez désormais écouter «&nbsp;Roi lancinant&nbsp;» à la radio&nbsp;!,„Throbbing King“ kann jetzt im Radio laufen!,"Ora ""Throbbing King"" è nella playlist della radio!","""Throbbing King"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_GUILLOTINA,"""Guillotina"" is now in the radio playlist!",,"""Guillotina"" тепер у радіоплейлисті!",Vous pouvez désormais écouter «&nbsp;Guillotina&nbsp;» à la radio&nbsp;!,„Guillotina“ kann jetzt im Radio laufen!,"Ora ""Guillotina"" è nella playlist della radio!","""Guillotina"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_DESERT,"""Lonesome Road"" is now in the radio playlist!",,"""Lonesome Road"" тепер у радіоплейлисті!",Vous pouvez désormais écouter «&nbsp;Chemin solitaire&nbsp;» à la radio&nbsp;!,„Lonesome Road“ kann jetzt im Radio laufen!,"Ora ""Lonesome Road"" è nella playlist della radio!","""Lonesome Road"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_CRATER,"""Feline Invader"" is now in the radio playlist!",,"""Feline Invader"" тепер у радіоплейлисті!",Vous pouvez désormais écouter «&nbsp;Invasion féline&nbsp;» à la radio&nbsp;!,„Feline Invader“ kann jetzt im Radio laufen!,"Ora ""Feline Invader"" è nella playlist della radio!","""Feline Invader"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_BUNKER,"""Alone in the Dark"" is now in the radio playlist!",,"""Alone in the Dark"" тепер у радіоплейлисті!",Vous pouvez désormais écouter «&nbsp;Solitaire dans le noir&nbsp;» à la radio&nbsp;!,„Alone in the Dark“ kann jetzt im Radio laufen!,"Ora ""Alone in the Dark"" è nella playlist della radio!","""Alone in the Dark"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_MOON,"""So High"" is now in the radio playlist!",,"""So High"" тепер у радіоплейлисті!",Vous pouvez désormais écouter «&nbsp;Mauvais trip&nbsp;» à la radio&nbsp;!,„So High“ kann jetzt im Radio laufen!,"Ora ""So High"" è nella playlist della radio!","""So High"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_CORE,"""Down with the Devil"" is now in the radio playlist!",,"""Down with the Devil"" тепер у радіоплейлисті!",Vous pouvez désormais écouter «&nbsp;Danser avec le diable&nbsp;» à la radio&nbsp;!,„Down with the Devil“ kann jetzt im Radio laufen!,"Ora ""Down with the Devil"" è nella playlist della radio!","""Down with the Devil"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_DIMENSIONX,"""Chaos"" is now in the radio playlist!",,"""Chaos"" тепер у радіоплейлисті!",Vous pouvez désormais écouter «&nbsp;Chaos&nbsp;» à la radio&nbsp;!,„Chaos“ kann jetzt im Radio laufen!,"Ora ""Chaos"" è nella playlist della radio!","""Chaos"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_SCRAMBLED,"""Scrambled"" is now in the radio playlist!",,"""Scrambled"" тепер у радіоплейлисті!",Vous pouvez désormais écouter «&nbsp;Brouillage&nbsp;» à la radio&nbsp;!,„Scrambled“ kann jetzt im Radio laufen!,"Ora ""Scrambled"" è nella playlist della radio!","""Scrambled"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_KAIJUS,"""Brush Your Teeth"" is now in the radio playlist!",,"""Brush Your Teeth"" тепер у радіоплейлисті!",Vous pouvez désormais écouter «&nbsp;Brosse-toi les dents&nbsp;» à la radio&nbsp;!,„Brush Your Teeth“ kann jetzt im Radio laufen!,"Ora ""Brush Your Teeth"" è nella playlist della radio!","""Brush Your Teeth"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_LAB,"""Endless Misery"" is now in the radio playlist!",,"""Endless Misery"" тепер у радіоплейлисті!",Vous pouvez désormais écouter «&nbsp;Misère éternelle&nbsp;» à la radio&nbsp;!,„Endless Misery“ kann jetzt im Radio laufen!,"Ora ""Endless Misery"" è nella playlist della radio!","""Endless Misery"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_FUTURE,"""Humanicide"" is now in the radio playlist!",,"""Humanicide"" тепер у радіоплейлисті!",Vous pouvez désormais écouter «&nbsp;Apocalypse&nbsp;» à la radio&nbsp;!,„Humanicide“ kann jetzt im Radio laufen!,"Ora ""Humanicide"" è nella playlist della radio!","""Humanicide"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_ICEAGE,"""Mom I Really Hate You"" is now in the radio playlist!",,"""Mom I Really Hate You"" тепер у радіоплейлисті!","Vous pouvez désormais écouter «&nbsp;Maman, je te déteste&nbsp;» à la radio&nbsp;!",„Mom I Really Hate You“ kann jetzt im Radio laufen!,"Ora ""Mom I Really Hate You"" è nella playlist della radio!","""Mom I Really Hate You"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_THEEND,"""We're Dead"" is now in the radio playlist!",,"""We're Dead"" тепер у радіоплейлисті!",Vous pouvez désormais écouter «&nbsp;On va tous mourir&nbsp;» à la radio&nbsp;!,„We're Dead“ kann jetzt im Radio laufen!,"Ora ""We're Dead"" è nella playlist della radio!","""We're Dead"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_JURASSIC,"""Tuff"" is now in the radio playlist!",,"""Tuff"" тепер у радіоплейлисті!",Vous pouvez désormais écouter «&nbsp;Tuf&nbsp;» à la radio&nbsp;!,„Tuff“ kann jetzt im Radio laufen!,"Ora ""Tuff"" è nella playlist della radio!","""Tuff"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_THEINFINITE,"""Angel Wings"" is now in the radio playlist!",,"""Angel Wings"" тепер у радіоплейлисті!",Vous pouvez désormais écouter «&nbsp;Ailes angéliques&nbsp;» à la radio&nbsp;!,„Angel Wings“ kann jetzt im Radio laufen!,"Ora ""Angel Wings"" è nella playlist della radio!","""Angel Wings"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_FINALBOSS,"""Dig Your Own Grave"" is now in the radio playlist!",,"""Dig Your Own Grave"" тепер у радіоплейлисті!",Vous pouvez désormais écouter «&nbsp;Continue de creuser&nbsp;» à la radio&nbsp;!,„Dig Your Own Grave“ kann jetzt im Radio laufen!,"Ora ""Dig Your Own Grave"" è nella playlist della radio!","""Dig Your Own Grave"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_TERMINATOR,"""Taser Paws"" is now in the radio playlist!",,"""Taser Paws"" тепер у радіоплейлисті!",Vous pouvez désormais écouter «&nbsp;Pattaser&nbsp;» à la radio&nbsp;!,„Taser Paws“ kann jetzt im Radio laufen!,"Ora ""Taser Paws"" è nella playlist della radio!","""Taser Paws"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_HITLERIII,"""Crack of Doom"" is now in the radio playlist!",,"""Crack of Doom"" тепер у радіоплейлисті!",Vous pouvez désormais écouter «&nbsp;Début de la fin&nbsp;» à la radio&nbsp;!,„Crack of Doom“ kann jetzt im Radio laufen!,"Ora ""Crack of Doom"" è nella playlist della radio!","""Crack of Doom"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_CHAOS_FORWARD,"""Crazy Days"" is now in the radio playlist!",,"""Crazy Days"" тепер у радіоплейлисті!",Vous pouvez désormais écouter «&nbsp;Période dingue&nbsp;» à la radio&nbsp;!,„Crazy Days“ kann jetzt im Radio laufen!,"Ora ""Crazy Days"" è nella playlist della radio!","""Crazy Days"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_CHAOS_BACKWARD,"""Bolt of Lightning"" is now in the radio playlist!",,"""Bolt of Lightning"" тепер у радіоплейлисті!",Vous pouvez désormais écouter «&nbsp;Éclair&nbsp;» à la radio&nbsp;!,„Bolt of Lightning“ kann jetzt im Radio laufen!,"Ora ""Bolt of Lightning"" è nella playlist della radio!","""Bolt of Lightning"" foi adicionada à lista de reprodução de rádio!"
,,,,,,,
ITEM_UNLOCK_GENERIC,"""{item}"" has been unlocked!",,"""{item}"" розблоковано!",«&nbsp;{item}&nbsp;» est maintenant disponible&nbsp;!,„{item}“ wurde freigeschaltet!,"Hai sbloccato ""{item}""!","Item desbloqueado: ""{item}""!"
,,,,,,,
CUTSCENE_GUILLOTINA_1,Guillotina is coming for you!,,Guillotina йде за тобою!,Guillotina en a après vous&nbsp;!,"Guillotina kommt, um dich zu holen!",Guillotina sta venendo a prenderti!,Guilhotina está vindo atrás de você!
CUTSCENE_GUILLOTINA_1_REMATCH,Guillotina is coming for you!,,Guillotina йде за тобою!,Guillotina en a après vous&nbsp;!,"Guillotina kommt, um dich zu holen!",Guillotina sta venendo a prenderti!,Guilhotina está vindo atrás de você!
CUTSCENE_GUILLOTINA_2,Guillotina is returning!,,Guillotina повертається!,Guillotina est revenue&nbsp;!,Guillotina kehrt zurück!,Guillotina sta tornando!,Guilhotina está voltando!
CUTSCENE_GUILLOTINA_2_REMATCH,Guillotina is returning!,,Guillotina повертається!,Guillotina est revenue&nbsp;!,Guillotina kehrt zurück!,Guillotina sta tornando!,Guilhotina está voltando!
CUTSCENE_GUILLOTINA_3,Guillotina is out for revenge!,,Guillotina йде помститися!,Guillotina cherche à se venger&nbsp;!,Guillotina hat es auf Rache abgesehen!,Guillotina vuole vendetta!,Guilhotina está em busca de vingança!
CUTSCENE_GUILLOTINA_3_REMATCH,Guillotina is out for revenge!,,Guillotina йде помститися!,Guillotina cherche à se venger&nbsp;!,Guillotina hat es auf Rache abgesehen!,Guillotina vuole vendetta!,Guilhotina está em busca de vingança!
CUTSCENE_PYROPHINA,Pyrophina is on the way!,,Pyrophina наближається!,Pyrophina est en chemin&nbsp;!,Pyrophina ist auf dem Weg!,Pyrophina è in arrivo!,Pyrophina está a caminho!
CUTSCENE_PYROPHINA_REMATCH,Pyrophina is on the way!,,Pyrophina наближається!,Pyrophina est en chemin&nbsp;!,Pyrophina ist auf dem Weg!,Pyrophina è in arrivo!,Pyrophina está a caminho!
CUTSCENE_ZARATANA,Zaratana is on the way!,,Zaratana наближається!,Zaratana est en chemin&nbsp;!,Zaratana ist auf dem Weg!,Zaratana è in arrivo!,Zaratana está a caminho!
CUTSCENE_ZARATANA_REMATCH,Zaratana is on the way!,,Zaratana наближається!,Zaratana est en chemin&nbsp;!,Zaratana ist auf dem Weg!,Zaratana è in arrivo!,Zaratana está a caminho!
CUTSCENE_KAIJUFIGHT,The kaijus are bringing the fight to you!,,Kaijus приносять бій до тебе!,Les kaijus cherchent la bagarre&nbsp;!,Die Kaijus wollen kämpfen!,I kaijus vogliono combattere!,Os kaijus estão trazendo a luta até você!
CUTSCENE_KAIJUFIGHT_REMATCH,The kaijus are bringing the fight to you!,,Kaijus приносять бій до тебе!,Les kaijus cherchent la bagarre&nbsp;!,Die Kaijus wollen kämpfen!,I kaijus vogliono combattere!,Os kaijus estão trazendo a luta até você!
CUTSCENE_TERMINATOR_1,The C-800 seeks you!,,C-800 шукає тебе!,C-800 vous cherche&nbsp;!,Der C-800 ist auf der Suche nach dir!,Il C-800 ti cerca!,G-800 está procurando você!
CUTSCENE_TERMINATOR_1_REMATCH,The C-800 seeks you!,,C-800 шукає тебе!,C-800 vous cherche&nbsp;!,Der C-800 ist auf der Suche nach dir!,Il C-800 ti cerca!,G-800 está procurando você!
CUTSCENE_TERMINATOR_2,The C-1000 is on the prowl!,,C-1000 полює!,C-1000 vous traque&nbsp;!,Der C-1000 geht auf Beutejagd!,Il C-1000 è in agguato!,G-1000 está à espreita!
CUTSCENE_TERMINATOR_2_REMATCH,The C-1000 is on the prowl!,,C-1000 полює!,C-1000 vous traque&nbsp;!,Der C-1000 geht auf Beutejagd!,Il C-1000 è in agguato!,G-1000 está à espreita!
CUTSCENE_TERMINATOR_3,Hitler is back!,,Гітлер повернувся!,Hitler est de retour&nbsp;!,Hitler ist zurückgekehrt!,Hitler è tornato!,Hitler voltou!
CUTSCENE_TERMINATOR_3_REMATCH,Hitler is back!,,Гітлер повернувся!,Hitler est de retour&nbsp;!,Hitler ist zurückgekehrt!,Hitler è tornato!,Hitler voltou!
,,,,,,,
//npc favor unlocks,,,,,,,
FAVOR_BEANIES_INTRO,A special job.,,Особливе завдання.,Un travail spécial.,Eine ganz besondere Aufgabe.,Un incarico speciale.,Um trabalho especial.
FAVOR_BEANIES_REPEAT,A side quest item.,,Предмет побічного завдання.,Un objet de quête secondaire.,Ein Gegenstand für eine Nebenquest.,Un oggetto per una missione secondaria.,Um item de missão secundária.
FAVOR_BUTCH_UPGRADE,Upgrade your item storage.,,Покращіть сховище предметів.,Une amélioration pour le rangement de vos objets.,Wertet deinen Lagerplatz auf.,Potenzia il deposito oggetti.,Aprimore seu armazenamento de itens.
FAVOR_TINK_BOW,It's a secret!,,Це секрет!,C'est un secret&nbsp;!,Ein Geheimnis!,È un segreto!,É segredo!
FAVOR_TINK_TAGS,Something to help organize your cats.,,"Щось, що допоможе впорядкувати ваших котів.",Quelque chose pour mieux organiser vos chats.,"Etwas, das dir hilft, deine Katzen zu sortieren.",Qualcosa per aiutarti a organizzare i tuoi gatti.,Algo para ajudar você a organizar seus gatos.
FAVOR_TINK_BASESTATS,Information to help breed cats.,,"Інформація, що допоможе розводити котів.",Des informations pour le croisement des chats.,Information über das Züchten von Katzen.,Informazioni per aiutarti ad allevare i gatti.,Informações para ajudar a cruzar gatos.
FAVOR_TINK_INBREEDING,A way to check a cat's ancestry.,,Спосіб перевірити родовід кота.,Une manière d'en savoir plus sur la généalogie d'un chat.,"Eine Möglichkeit, die Abstammung deiner Katzen anzuzeigen.",Un modo per verificare la discendenza di un gatto.,Uma forma de conferir a árvore genealógica do seu gato.
FAVOR_TINK_AGRESSION,Information to help understand a cat's personality.,,"Інформація, що допоможе зрозуміти характер кота.",Des informations pour comprendre la personnalité d'un chat.,Infos über die Persönlichkeit deiner Katzen.,Informazioni per aiutarti a capire la personalità di un gatto.,Informações para ajudar você a compreender a personalidade de um gato.
FAVOR_TINK_SEXUALITY,Gaydar.,,Гей-радар.,Un gaydar.,Gaydar.,Gaydar.,Gaydar.
FAVOR_TINK_RELATIONSHIPS,Information to help understand a cat's relationships.,,"Інформація, що допоможе зрозуміти стосунки кота.",Des informations pour comprendre les relations d'un chat.,Infos über die Beziehungen deiner Katzen.,Informazioni per aiutarti a capire le relazioni di un gatto.,Informações para ajudar você a compreender os relacionamentos de um gato.
FAVOR_TINK_MAX,25 coins,,25 монет,25&nbsp;pièces.,25&nbsp;Münzen,25 monete.,25 moedas.
FAVOR_FRANK_ATTIC,An attic.,,Горище.,Un grenier.,Ein Dachboden.,Una soffitta.,Um sótão.
FAVOR_FRANK_ROOM,Another room for your house.,,Ще одна кімната для вашого будинку.,Une autre pièce dans votre maison.,Ein neues Zimmer für dein Haus.,Un'altra stanza per la tua casa.,Outro cômodo para a sua casa.
FAVOR_FRANK_PARASITE,A random parasite.,,Випадковий паразит.,Un parasite au hasard.,Ein zufälliger Parasit.,Un parassita casuale.,Um parasita aleatório.
FAVOR_JACK_UPGRADE,More furniture for sale.,,Більше меблів у продажу.,Plus de meubles à vendre.,Mehr Möbel zum Verkauf.,Altri mobili in vendita.,Mais móveis à venda.
FAVOR_JACK_MAX,Increase the chance of rare furniture in the shop.,,Збільшує шанс появи рідкісних меблів у магазині.,Augmentation de la probabilité de meubles rares dans la boutique.,Erhöht die Wahrscheinlichkeit für seltene Möbel im Shop.,Aumenta la probabilità di trovare mobili rari nel negozio.,Aumenta a chance de móveis raros na loja.
